id,nombre,email,ciudad,edad,extra
1848,Luis Martínez,luis.martínez@correo.com,Quito,46,
1734,Ana Torres,ana.torres@correo.com,Guayaquil,44,
1670,Lucía Fernández,lucía.fernández@mail.com,Loja,65,
1744,Luis Martínez,luis.martínez@email.com,Riobamba,64,
1314,Juan Pérez,juan.pérez@correo.com,Portoviejo,61,
1380,Juan Pérez,juan.pérez@mail.com,Riobamba,19,
1880,María Gómez,maría.gómez@email.com,Quito,49,
1315,Lucía Fernández,lucía.fernández@correo.com,Riobamba,46,
1964,Roberto López,roberto.lópez@email.com,Guayaquil,53,dato_invalido
1322,Lucía Fernández,lucía.fernández@mail.com,Manta,48,
1311,Carla Díaz,carla.díaz@mail.com,Cuenca,44,
1593,Roberto López,roberto.lópez@email.com,Loja,60,
1986,Roberto López,roberto.lópez@correo.com,manta,48,
1341,Lucía Fernández,lucía.fernández@correo.com,Manta,54,
1754,Lucía Fernández,lucía.fernández@correo.com,Manta,52,
1698,Ana Torres,ana.torres@email.com,Riobamba,30,
1365,Roberto López,roberto.lópez@mail.com,Ambato,52,
1743,Carla Díaz,carla.díaz@mail.com,Riobamba,35,
1541,Lucía Fernández,lucía.fernández@mail.com,Manta,60,
1491,Roberto López,roberto.lópez@mail.com,Manta,33,
1071,Carla Díaz,carla.díaz@email.com,Guayaquil,39,
1736,Lucía Fernández,lucía.fernández@mail.com,Manta,52,
1189,Lucía Fernández,lucía.fernández@mail.com,Loja,58,
1370,Ana Torres,ana.torres@email.com,Ambato,60,
1088,Ana Torres,ana.torres@mail.com,Riobamba,46,
1367,Luis Martínez,luis.martínez@email.com,Ambato,56,
1590,Lucía Fernández,lucía.fernández@mail.com,Portoviejo,58,
1658,Carla Díaz,carla.díaz@mail.com,Quito,63,
1293,María Gómez,maría.gómez@correo.com,Loja,31,
1697,Luis Martínez,luis.martínez@correo.com,Guayaquil,22,
1416,Lucía Fernández,lucía.fernández@mail.com,Guayaquil,23,
1286,Lucía Fernández,lucía.fernández@mail.com,Ambato,18,
1479,Ana Torres,ana.torres@email.com,Quito,63,
1336,María Gómez,maría.gómez@email.com,Quito,52,
1276,María Gómez,maría.gómez@correo.com,Portoviejo,44,
1316,Pedro Sánchez,pedro.sánchez@email.com,Manta,59,
1454,Lucía Fernández,lucía.fernández@mail.com,Ambato,26,
1906,Roberto López,roberto.lópez@email.com,Loja,33,
1534,Roberto López,roberto.lópez@mail.com,Riobamba,42,
1588,Luis Martínez,luis.martínez@mail.com,Quito,56,
1029,Roberto López,roberto.lópez@email.com,Guayaquil,36,
1981,Juan Pérez,juan.pérez@email.com,quito,54,
1438,Carla Díaz,carla.díaz@mail.com,Portoviejo,63,
1377,Carla Díaz,carla.díaz@mail.com,Ambato,56,
1892,Luis Martínez,luis.martínez@mail.com,Quito,20,
1633,Juan Pérez,juan.pérez@mail.com,Riobamba,24,
1870,Roberto López,roberto.lópez@mail.com,Quito,59,
1042,Carla Díaz,carla.díaz@mail.com,Manta,64,
1680,Lucía Fernández,lucía.fernández@correo.com,Loja,55,
1606,Roberto López,roberto.lópez@email.com,Guayaquil,22,
1075,Pedro Sánchez,pedro.sánchez@email.com,Manta,46,
1980,,,,,
1777,Ana Torres,ana.torres@mail.com,Riobamba,21,
1854,Juan Pérez,juan.pérez@mail.com,Riobamba,48,
1527,María Gómez,maría.gómez@mail.com,Loja,65,
1121,Carla Díaz,carla.díaz@correo.com,Riobamba,64,
1597,María Gómez,maría.gómez@email.com,Cuenca,61,
1962,Ana Torres,ana.torres@mail.com,Loja,34,dato_invalido
1240,Juan Pérez,juan.pérez@mail.com,Cuenca,25,
1894,Juan Pérez,juan.pérez@correo.com,Loja,37,
1862,Carla Díaz,carla.díaz@email.com,Quito,61,
1810,Pedro Sánchez,pedro.sánchez@correo.com,Cuenca,49,
1440,Juan Pérez,juan.pérez@email.com,Ambato,47,
1199,Ana Torres,ana.torres@mail.com,Ambato,37,
1584,María Gómez,maría.gómez@mail.com,Ambato,39,
1922,María Gómez,,Ambato,57,
1412,Ana Torres,ana.torres@email.com,Quito,27,
1663,Juan Pérez,juan.pérez@mail.com,Manta,23,
1493,Lucía Fernández,lucía.fernández@mail.com,Quito,50,
1053,Juan Pérez,juan.pérez@mail.com,Loja,18,
1497,Roberto López,roberto.lópez@mail.com,Quito,56,
1899,Pedro Sánchez,pedro.sánchez@mail.com,Portoviejo,19,
1457,Luis Martínez,luis.martínez@mail.com,Riobamba,20,
1467,Juan Pérez,juan.pérez@email.com,Loja,34,
1949,María Gómez,maría.gómez@email.com,Guayaquil,36,dato_invalido
1669,Juan Pérez,juan.pérez@correo.com,Riobamba,24,
1689,Lucía Fernández,lucía.fernández@email.com,Guayaquil,33,
1417,Ana Torres,ana.torres@email.com,Portoviejo,43,
1924,Lucía Fernández,lucía.fernández@correo.com,guayaquil,31,
1709,María Gómez,maría.gómez@correo.com,Cuenca,59,
1485,Luis Martínez,luis.martínez@email.com,Quito,28,
1379,Roberto López,roberto.lópez@correo.com,Portoviejo,44,
1453,Juan Pérez,juan.pérez@email.com,Guayaquil,58,
1091,Luis Martínez,luis.martínez@email.com,Ambato,28,
1834,Lucía Fernández,lucía.fernández@mail.com,Guayaquil,27,
1666,Roberto López,roberto.lópez@email.com,Cuenca,52,
1235,Luis Martínez,luis.martínez@correo.com,Quito,21,
1456,Luis Martínez,luis.martínez@mail.com,Quito,48,
1267,Carla Díaz,carla.díaz@correo.com,Guayaquil,24,
1570,María Gómez,maría.gómez@email.com,Loja,57,
1881,Roberto López,roberto.lópez@email.com,Riobamba,45,
1278,María Gómez,maría.gómez@mail.com,Guayaquil,53,
1607,Roberto López,roberto.lópez@email.com,Cuenca,52,
1511,Roberto López,roberto.lópez@correo.com,Riobamba,31,
1064,Carla Díaz,carla.díaz@email.com,Portoviejo,61,
1447,Juan Pérez,juan.pérez@correo.com,Guayaquil,48,
1649,María Gómez,maría.gómez@mail.com,Ambato,39,
1724,Ana Torres,ana.torres@email.com,Riobamba,52,
1524,Lucía Fernández,lucía.fernández@correo.com,Manta,35,
1874,María Gómez,maría.gómez@email.com,Quito,57,
1205,Lucía Fernández,lucía.fernández@mail.com,Riobamba,25,
1207,Ana Torres,ana.torres@correo.com,Portoviejo,64,
1778,Luis Martínez,luis.martínez@correo.com,Cuenca,62,
1885,Pedro Sánchez,pedro.sánchez@correo.com,Portoviejo,51,
1783,Pedro Sánchez,pedro.sánchez@correo.com,Quito,37,
1184,María Gómez,maría.gómez@email.com,Portoviejo,44,
1406,Juan Pérez,juan.pérez@email.com,Riobamba,20,
1953,,roberto.lópez@correo.com,Manta,26,
1178,Carla Díaz,carla.díaz@email.com,Cuenca,18,
1934,Pedro Sánchez,pedro.sánchez@correo.com,Guayaquil,SJY,
1911,Ana Torres,ana.torres@email.com,Guayaquil,46,
1512,Carla Díaz,carla.díaz@mail.com,Loja,31,
1643,Lucía Fernández,lucía.fernández@correo.com,Loja,18,
1434,Roberto López,roberto.lópez@mail.com,Quito,43,
1067,María Gómez,maría.gómez@mail.com,Quito,62,
1928,,maría.gómez@email.com,Quito,49,
1950,Roberto López,roberto.lópez@mail.com,portoviejo,60,
1665,Juan Pérez,juan.pérez@correo.com,Portoviejo,30,
1687,Juan Pérez,juan.pérez@correo.com,Loja,31,
1405,Lucía Fernández,lucía.fernández@mail.com,Ambato,55,
1774,María Gómez,maría.gómez@email.com,Riobamba,65,
1185,Pedro Sánchez,pedro.sánchez@email.com,Loja,57,
1245,María Gómez,maría.gómez@correo.com,Loja,33,
1338,Luis Martínez,luis.martínez@correo.com,Quito,60,
1749,Ana Torres,ana.torres@email.com,Riobamba,36,
1545,Luis Martínez,luis.martínez@correo.com,Manta,46,
1540,Carla Díaz,carla.díaz@email.com,Loja,20,
1430,Roberto López,roberto.lópez@mail.com,Guayaquil,63,
1595,Pedro Sánchez,pedro.sánchez@correo.com,Manta,18,
1657,Luis Martínez,luis.martínez@email.com,Quito,49,
1459,Luis Martínez,luis.martínez@correo.com,Riobamba,64,
1356,Roberto López,roberto.lópez@email.com,Portoviejo,59,
1220,Lucía Fernández,lucía.fernández@mail.com,Cuenca,55,
1716,Luis Martínez,luis.martínez@email.com,Loja,40,
1549,Lucía Fernández,lucía.fernández@mail.com,Riobamba,39,
1288,Carla Díaz,carla.díaz@correo.com,Ambato,47,
1006,Luis Martínez,luis.martínez@correo.com,Quito,43,
1129,Pedro Sánchez,pedro.sánchez@mail.com,Cuenca,23,
1352,Luis Martínez,luis.martínez@correo.com,Riobamba,49,
1585,Pedro Sánchez,pedro.sánchez@correo.com,Portoviejo,48,
1973,María Gómez,maría.gómez@email.com,Portoviejo,ZKz,
1550,Lucía Fernández,lucía.fernández@email.com,Ambato,35,
1116,Carla Díaz,carla.díaz@mail.com,Guayaquil,52,
1117,Roberto López,roberto.lópez@email.com,Guayaquil,62,
1292,Luis Martínez,luis.martínez@mail.com,Cuenca,21,
1679,Roberto López,roberto.lópez@mail.com,Portoviejo,18,
1320,Ana Torres,ana.torres@mail.com,Manta,24,
1748,María Gómez,maría.gómez@email.com,Riobamba,37,
1452,Ana Torres,ana.torres@correo.com,Manta,46,
1040,Roberto López,roberto.lópez@mail.com,Loja,45,
1503,Ana Torres,ana.torres@email.com,Quito,51,
1601,Pedro Sánchez,pedro.sánchez@email.com,Quito,37,
1484,Lucía Fernández,lucía.fernández@correo.com,Loja,59,
1045,Juan Pérez,juan.pérez@mail.com,Portoviejo,38,
1085,Ana Torres,ana.torres@email.com,Manta,23,
1350,Ana Torres,ana.torres@correo.com,Cuenca,50,
1618,Pedro Sánchez,pedro.sánchez@email.com,Guayaquil,20,
1478,María Gómez,maría.gómez@mail.com,Loja,42,
1740,Luis Martínez,luis.martínez@correo.com,Loja,50,
1655,Luis Martínez,luis.martínez@correo.com,Cuenca,23,
1632,Carla Díaz,carla.díaz@mail.com,Riobamba,25,
1221,María Gómez,maría.gómez@correo.com,Manta,32,
1079,Ana Torres,ana.torres@mail.com,Portoviejo,41,
1323,Juan Pérez,juan.pérez@mail.com,Guayaquil,65,
1371,Pedro Sánchez,pedro.sánchez@correo.com,Loja,29,
1554,Pedro Sánchez,pedro.sánchez@correo.com,Cuenca,39,
1374,Luis Martínez,luis.martínez@mail.com,Manta,58,
1108,Juan Pérez,juan.pérez@correo.com,Ambato,41,
1771,Luis Martínez,luis.martínez@email.com,Ambato,47,
1939,,maría.gómez@correo.com,Quito,61,
1757,Pedro Sánchez,pedro.sánchez@correo.com,Quito,42,
1490,María Gómez,maría.gómez@email.com,Riobamba,44,
1303,Juan Pérez,juan.pérez@mail.com,Portoviejo,38,
1150,Lucía Fernández,lucía.fernández@mail.com,Cuenca,39,
1137,Ana Torres,ana.torres@email.com,Loja,20,
1212,María Gómez,maría.gómez@mail.com,Ambato,58,
1660,Juan Pérez,juan.pérez@email.com,Portoviejo,22,
1253,Luis Martínez,luis.martínez@email.com,Portoviejo,31,
1219,Carla Díaz,carla.díaz@correo.com,Manta,44,
1187,Pedro Sánchez,pedro.sánchez@correo.com,Loja,49,
1733,Lucía Fernández,lucía.fernández@email.com,Ambato,39,
1966,Juan Pérez,juan.pérez@mail.com,Guayaquil,dQW,
1015,Luis Martínez,luis.martínez@mail.com,Manta,59,
1317,Carla Díaz,carla.díaz@correo.com,Cuenca,49,
1614,Roberto López,roberto.lópez@mail.com,Ambato,33,
2000,,,,,
1612,Roberto López,roberto.lópez@mail.com,Cuenca,60,
1233,Roberto López,roberto.lópez@email.com,Portoviejo,43,
1014,Lucía Fernández,lucía.fernández@email.com,Riobamba,18,
1065,Luis Martínez,luis.martínez@correo.com,Cuenca,47,
1807,Pedro Sánchez,pedro.sánchez@correo.com,Manta,54,
1847,Lucía Fernández,lucía.fernández@mail.com,Riobamba,52,
1762,Luis Martínez,luis.martínez@correo.com,Ambato,55,
1576,Carla Díaz,carla.díaz@email.com,Guayaquil,41,
1864,Lucía Fernández,lucía.fernández@correo.com,Quito,28,
1890,Roberto López,roberto.lópez@mail.com,Loja,60,
1501,Ana Torres,ana.torres@email.com,Riobamba,23,
1702,Carla Díaz,carla.díaz@correo.com,Ambato,32,
1959,,,,,
1723,Pedro Sánchez,pedro.sánchez@email.com,Manta,54,
1390,Lucía Fernández,lucía.fernández@email.com,Riobamba,64,
1978,Ana Torres,,Guayaquil,53,
1902,Luis Martínez,luis.martínez@email.com,Loja,34,
1628,María Gómez,maría.gómez@email.com,Ambato,35,
1264,Carla Díaz,carla.díaz@correo.com,Loja,49,
1051,Pedro Sánchez,pedro.sánchez@mail.com,Portoviejo,42,
1206,Luis Martínez,luis.martínez@correo.com,Ambato,26,
1312,Carla Díaz,carla.díaz@correo.com,Riobamba,64,
1818,María Gómez,maría.gómez@email.com,Loja,19,
1627,Luis Martínez,luis.martínez@email.com,Loja,56,
1727,Lucía Fernández,lucía.fernández@email.com,Loja,51,
1357,Juan Pérez,juan.pérez@mail.com,Cuenca,31,
1884,Pedro Sánchez,pedro.sánchez@email.com,Loja,56,
1470,Roberto López,roberto.lópez@mail.com,Riobamba,25,
1640,Pedro Sánchez,pedro.sánchez@mail.com,Riobamba,32,
1439,Pedro Sánchez,pedro.sánchez@email.com,Loja,32,
1060,María Gómez,maría.gómez@mail.com,Loja,64,
1160,Ana Torres,ana.torres@email.com,Portoviejo,27,
1346,Luis Martínez,luis.martínez@correo.com,Ambato,62,
1637,Juan Pérez,juan.pérez@correo.com,Riobamba,25,
1131,Pedro Sánchez,pedro.sánchez@correo.com,Quito,59,
1695,Pedro Sánchez,pedro.sánchez@correo.com,Ambato,59,
1694,Roberto López,roberto.lópez@mail.com,Portoviejo,43,
1023,Pedro Sánchez,pedro.sánchez@mail.com,Quito,62,
1295,Luis Martínez,luis.martínez@email.com,Cuenca,42,
1617,Pedro Sánchez,pedro.sánchez@mail.com,Ambato,48,
1623,María Gómez,maría.gómez@correo.com,Cuenca,56,
1903,María Gómez,maría.gómez@email.com,Portoviejo,65,
1927,Juan Pérez,juan.pérez@correo.com,Ambato,40,dato_invalido
1708,Luis Martínez,luis.martínez@correo.com,Cuenca,39,
1876,Roberto López,roberto.lópez@mail.com,Quito,42,
1952,Roberto López,roberto.lópez@email.com,Loja,WHr,
1659,Luis Martínez,luis.martínez@mail.com,Quito,65,
1340,Ana Torres,ana.torres@correo.com,Loja,39,
1838,María Gómez,maría.gómez@correo.com,Loja,57,
1158,Luis Martínez,luis.martínez@correo.com,Ambato,25,
1143,Ana Torres,ana.torres@email.com,Loja,35,
1682,Ana Torres,ana.torres@mail.com,Riobamba,47,
1110,María Gómez,maría.gómez@email.com,Ambato,63,
1625,Luis Martínez,luis.martínez@email.com,Loja,43,
1710,Juan Pérez,juan.pérez@email.com,Ambato,41,
1787,María Gómez,maría.gómez@email.com,Loja,54,
1429,Ana Torres,ana.torres@mail.com,Manta,51,
1654,Lucía Fernández,lucía.fernández@email.com,Manta,21,
1397,Carla Díaz,carla.díaz@correo.com,Ambato,22,
1335,Ana Torres,ana.torres@mail.com,Ambato,33,
1529,Roberto López,roberto.lópez@mail.com,Riobamba,56,
1958,Roberto López,roberto.lópez@mail.com,Loja,Nvq,
1427,Luis Martínez,luis.martínez@correo.com,Riobamba,55,
1619,Roberto López,roberto.lópez@email.com,Loja,33,
1851,Lucía Fernández,lucía.fernández@email.com,Ambato,61,
1662,María Gómez,maría.gómez@mail.com,Ambato,41,
1905,Luis Martínez,luis.martínez@email.com,Riobamba,52,
1423,Juan Pérez,juan.pérez@mail.com,Riobamba,47,
1932,María Gómez,maría.gómez@correo.com,cuenca,18,
1455,Pedro Sánchez,pedro.sánchez@mail.com,Loja,21,
1266,Luis Martínez,luis.martínez@correo.com,Cuenca,30,
1413,Juan Pérez,juan.pérez@correo.com,Loja,45,
1976,María Gómez,maría.gómez@correo.com,ambato,20,
1806,Luis Martínez,luis.martínez@email.com,Quito,28,
1159,Pedro Sánchez,pedro.sánchez@email.com,Cuenca,40,
1258,Juan Pérez,juan.pérez@email.com,Manta,55,
1917,Pedro Sánchez,pedro.sánchez@correo.com,Quito,51,
1386,Carla Díaz,carla.díaz@email.com,Riobamba,21,
1473,Ana Torres,ana.torres@correo.com,Quito,34,
1942,Roberto López,,Ambato,56,
1393,Carla Díaz,carla.díaz@mail.com,Cuenca,22,
1855,Lucía Fernández,lucía.fernández@mail.com,Guayaquil,42,
1592,Lucía Fernández,lucía.fernández@email.com,Riobamba,32,
1421,Pedro Sánchez,pedro.sánchez@email.com,Ambato,64,
1509,Lucía Fernández,lucía.fernández@correo.com,Manta,34,
1767,Luis Martínez,luis.martínez@correo.com,Portoviejo,55,
1419,Lucía Fernández,lucía.fernández@correo.com,Ambato,51,
1808,Pedro Sánchez,pedro.sánchez@mail.com,Riobamba,26,
1201,Luis Martínez,luis.martínez@mail.com,Portoviejo,50,
1837,Lucía Fernández,lucía.fernández@correo.com,Loja,51,
1140,Lucía Fernández,lucía.fernández@mail.com,Riobamba,45,
1610,Luis Martínez,luis.martínez@mail.com,Ambato,31,
1146,Ana Torres,ana.torres@mail.com,Quito,56,
1779,Pedro Sánchez,pedro.sánchez@correo.com,Guayaquil,27,
1480,Juan Pérez,juan.pérez@correo.com,Loja,36,
1652,Luis Martínez,luis.martínez@correo.com,Portoviejo,29,
1236,Roberto López,roberto.lópez@mail.com,Manta,58,
1308,María Gómez,maría.gómez@email.com,Loja,28,
1028,Ana Torres,ana.torres@correo.com,Guayaquil,26,
1476,Juan Pérez,juan.pérez@mail.com,Riobamba,56,
1898,Luis Martínez,luis.martínez@correo.com,Cuenca,19,
1602,Carla Díaz,carla.díaz@correo.com,Cuenca,25,
1166,Luis Martínez,luis.martínez@email.com,Ambato,33,
1217,Roberto López,roberto.lópez@correo.com,Loja,25,
1552,Ana Torres,ana.torres@correo.com,Manta,20,
1609,Ana Torres,ana.torres@email.com,Loja,55,
1106,Ana Torres,ana.torres@mail.com,Loja,58,
1726,Luis Martínez,luis.martínez@mail.com,Quito,48,
1011,Lucía Fernández,lucía.fernández@mail.com,Quito,57,
1145,María Gómez,maría.gómez@mail.com,Quito,62,
1532,Lucía Fernández,lucía.fernández@email.com,Riobamba,27,
1469,Pedro Sánchez,pedro.sánchez@mail.com,Manta,44,
1482,Juan Pérez,juan.pérez@correo.com,Guayaquil,26,
1751,Roberto López,roberto.lópez@email.com,Loja,59,
1882,Lucía Fernández,lucía.fernández@email.com,Loja,57,
1528,Pedro Sánchez,pedro.sánchez@correo.com,Guayaquil,51,
1232,Pedro Sánchez,pedro.sánchez@correo.com,Cuenca,22,
1039,Carla Díaz,carla.díaz@mail.com,Guayaquil,38,
1198,María Gómez,maría.gómez@mail.com,Quito,57,
1176,Ana Torres,ana.torres@mail.com,Ambato,52,
1124,Pedro Sánchez,pedro.sánchez@mail.com,Portoviejo,34,
1359,Luis Martínez,luis.martínez@correo.com,Guayaquil,29,
1229,Ana Torres,ana.torres@email.com,Ambato,60,
1867,Luis Martínez,luis.martínez@correo.com,Manta,58,
1277,María Gómez,maría.gómez@mail.com,Loja,48,
1163,Lucía Fernández,lucía.fernández@mail.com,Cuenca,43,
1819,Luis Martínez,luis.martínez@email.com,Cuenca,26,
1177,Ana Torres,ana.torres@email.com,Portoviejo,54,
1872,Lucía Fernández,lucía.fernández@email.com,Ambato,49,
1263,Roberto López,roberto.lópez@email.com,Cuenca,42,
1661,Pedro Sánchez,pedro.sánchez@correo.com,Cuenca,46,
1216,María Gómez,maría.gómez@email.com,Cuenca,38,
1926,,,,,
1164,Carla Díaz,carla.díaz@correo.com,Manta,49,
1897,María Gómez,maría.gómez@correo.com,Portoviejo,18,
1996,Luis Martínez,,Portoviejo,61,
1026,Pedro Sánchez,pedro.sánchez@correo.com,Loja,30,
1703,Roberto López,roberto.lópez@correo.com,Cuenca,60,
1969,María Gómez,maría.gómez@email.com,guayaquil,29,
1802,Ana Torres,ana.torres@correo.com,Loja,56,
1742,Pedro Sánchez,pedro.sánchez@mail.com,Guayaquil,57,
1933,Juan Pérez,juan.pérez@mail.com,Manta,pfE,
1735,Carla Díaz,carla.díaz@correo.com,Manta,39,
1514,María Gómez,maría.gómez@email.com,Ambato,37,
1151,Ana Torres,ana.torres@email.com,Guayaquil,30,
1020,Pedro Sánchez,pedro.sánchez@correo.com,Riobamba,61,
1672,Lucía Fernández,lucía.fernández@correo.com,Cuenca,64,
1562,Carla Díaz,carla.díaz@correo.com,Ambato,43,
1389,Carla Díaz,carla.díaz@mail.com,Ambato,37,
1019,Ana Torres,ana.torres@email.com,Portoviejo,34,
1828,María Gómez,maría.gómez@correo.com,Cuenca,53,
1970,,,,,
1750,Luis Martínez,luis.martínez@mail.com,Cuenca,30,
1579,Roberto López,roberto.lópez@email.com,Manta,46,
1622,Juan Pérez,juan.pérez@correo.com,Portoviejo,49,
1426,Lucía Fernández,lucía.fernández@mail.com,Quito,20,
1571,Carla Díaz,carla.díaz@correo.com,Manta,37,
1339,Roberto López,roberto.lópez@correo.com,Guayaquil,57,
1594,Roberto López,roberto.lópez@correo.com,Ambato,61,
1003,Luis Martínez,luis.martínez@correo.com,Riobamba,62,
1547,Lucía Fernández,lucía.fernández@correo.com,Quito,36,
1852,Carla Díaz,carla.díaz@correo.com,Quito,50,
1144,Pedro Sánchez,pedro.sánchez@correo.com,Loja,31,
1564,Ana Torres,ana.torres@email.com,Cuenca,31,
1671,Roberto López,roberto.lópez@email.com,Loja,49,
